transaction_id,customer_id,merchant_id,amount,is_fraudulent,card_type,location,purchase_category,customer_age
56,1094,2015,7964.55,1,Discover,City-48,Groceries,21
57,1059,2074,9452.68,1,American Express,City-6,Groceries,37
58,1069,2095,4038.38,0,Visa,City-45,Groceries,64
59,1016,2065,8688.14,1,MasterCard,City-34,Retail,37
60,1049,2016,4649.28,0,American Express,City-43,Retail,21
61,1011,2067,1535.32,1,Visa,City-31,Groceries,37
62,1071,2086,7381.21,0,MasterCard,City-30,Groceries,27
63,1038,2075,3861.79,0,Visa,City-25,Restaurant,35
64,1081,2100,9496.84,0,Visa,City-20,Online Shopping,24
65,1080,2068,8734.88,1,Discover,City-47,Gas Station,36
66,1047,2033,7884.77,1,Discover,City-21,Online Shopping,27
67,1074,2064,3820.76,0,Discover,City-34,Restaurant,62
68,1025,2012,8703.8,0,American Express,City-44,Online Shopping,61
69,1091,2031,1502.35,0,Discover,City-4,Restaurant,44
70,1009,2077,3663.44,0,American Express,City-35,Retail,38
71,1006,2016,4349.47,1,American Express,City-19,Groceries,42
72,1085,2099,8175.87,0,American Express,City-13,Groceries,27
73,1030,2041,9054.57,0,Visa,City-6,Retail,45
74,1099,2043,1518.88,0,American Express,City-40,Retail,22
75,1038,2075,9460.97,0,Visa,City-27,Restaurant,43
76,1011,2095,2177.77,0,American Express,City-41,Retail,21
77,1030,2050,173.73,0,American Express,City-21,Gas Station,34
78,1013,2096,4728.16,0,Visa,City-11,Online Shopping,43
79,1049,2096,2716.19,0,American Express,City-47,Gas Station,37
80,1036,2031,1985.59,1,Discover,City-5,Groceries,33
81,1059,2055,4978.25,0,MasterCard,City-45,Gas Station,19
82,1082,2028,1591.58,1,MasterCard,City-29,Restaurant,64
83,1047,2019,8299.48,1,Discover,City-37,Gas Station,19
84,1021,2014,8539.61,1,Discover,City-48,Travel,46
85,1048,2023,2783.92,0,American Express,City-3,Restaurant,28
86,1046,2028,1907.56,0,Discover,City-41,Groceries,37
87,1027,2036,6072.18,1,MasterCard,City-2,Groceries,47
88,1086,2057,4996.38,1,Discover,City-21,Online Shopping,43
89,1035,2053,4356.72,0,MasterCard,City-13,Travel,42
90,1090,2033,8517.45,0,Discover,City-43,Online Shopping,62
91,1088,2076,4878.55,1,American Express,City-5,Groceries,18
92,1083,2008,6661.23,0,Visa,City-9,Retail,40
93,1010,2063,3540.16,0,Visa,City-27,Restaurant,67
94,1078,2069,1069.05,1,American Express,City-2,Restaurant,63
95,1082,2048,9529.97,1,MasterCard,City-24,Groceries,31
96,1022,2090,7063.18,0,Visa,City-21,Retail,22
97,1069,2015,6082.1,0,American Express,City-45,Gas Station,31
98,1094,2041,1423.36,1,MasterCard,City-32,Gas Station,57
99,1032,2070,5192.44,0,American Express,City-20,Retail,63
100,1021,2055,4947.37,0,American Express,City-4,Groceries,48
101,1060,2061,2171.87,0,Visa,City-9,Travel,66
102,1049,2088,4910.16,1,American Express,City-41,Travel,51
103,1035,2032,9569.0,0,Discover,City-35,Restaurant,31
104,1082,2036,6318.77,1,MasterCard,City-49,Travel,47
105,1089,2019,3392.42,0,Visa,City-20,Gas Station,36
106,1072,2047,3113.01,1,Discover,City-22,Retail,48
107,1029,2061,6188.62,1,Discover,City-40,Groceries,42
108,1088,2092,6120.15,0,American Express,City-24,Retail,42
109,1042,2048,5995.17,0,MasterCard,City-35,Restaurant,68
110,1099,2040,5301.07,0,American Express,City-49,Online Shopping,64
111,1100,2003,3417.56,0,MasterCard,City-29,Travel,56
112,1008,2083,3739.81,1,American Express,City-28,Restaurant,68
113,1030,2078,6888.26,1,Visa,City-37,Groceries,32
114,1005,2005,1290.05,0,Discover,City-21,Travel,49
115,1041,2095,5657.62,1,Discover,City-24,Online Shopping,48
116,1052,2085,4740.5,1,Discover,City-37,Online Shopping,64
117,1035,2007,186.92,0,American Express,City-7,Online Shopping,48
118,1009,2089,3706.39,1,Visa,City-41,Retail,68
119,1028,2086,2468.64,0,Discover,City-11,Groceries,29
120,1073,2031,9446.32,0,Discover,City-27,Online Shopping,37
121,1092,2033,6885.93,0,American Express,City-34,Restaurant,67
122,1041,2071,9102.36,0,American Express,City-6,Online Shopping,65
123,1028,2050,9026.52,0,Discover,City-15,Travel,29
124,1084,2040,6342.38,0,American Express,City-3,Groceries,34
125,1064,2082,9019.38,1,Visa,City-32,Restaurant,28
126,1051,2090,4767.11,0,Visa,City-34,Retail,48
127,1083,2047,2812.51,1,Visa,City-16,Travel,50
128,1059,2088,3414.17,1,Discover,City-29,Restaurant,37
129,1019,2016,7940.24,0,Discover,City-14,Restaurant,68
130,1034,2069,6986.31,1,Discover,City-7,Groceries,62
131,1018,2031,9019.54,0,MasterCard,City-34,Groceries,22
132,1032,2057,9655.08,1,Discover,City-45,Gas Station,29
133,1096,2050,7818.14,0,American Express,City-45,Travel,52
134,1072,2002,5727.03,0,Visa,City-16,Groceries,60
135,1069,2051,9114.69,1,Discover,City-23,Groceries,49
136,1034,2033,7083.97,1,MasterCard,City-38,Groceries,58
137,1096,2039,6097.78,1,Discover,City-20,Restaurant,44
138,1075,2012,8135.09,1,American Express,City-7,Travel,67
139,1055,2097,2498.5,1,MasterCard,City-11,Groceries,68
140,1075,2031,5637.35,1,Discover,City-48,Restaurant,24
141,1052,2039,8906.66,0,Discover,City-16,Gas Station,26
142,1047,2027,3141.47,0,Visa,City-49,Travel,66
143,1029,2021,8808.47,0,Visa,City-48,Restaurant,65
144,1018,2057,3847.59,0,MasterCard,City-17,Travel,50
145,1066,2081,1492.07,0,American Express,City-21,Groceries,27
146,1064,2041,3223.33,0,MasterCard,City-38,Travel,45
147,1012,2099,5297.06,1,Visa,City-46,Gas Station,24
148,1097,2083,4632.27,0,Discover,City-12,Online Shopping,28
149,1007,2053,9005.3,1,American Express,City-13,Gas Station,35
150,1015,2005,9471.97,1,American Express,City-12,Gas Station,63
151,1020,2036,7280.99,0,MasterCard,City-24,Groceries,55
152,1081,2011,678.59,0,American Express,City-45,Travel,57
153,1021,2100,3901.87,1,MasterCard,City-34,Restaurant,53
154,1088,2063,1939.89,0,Discover,City-4,Gas Station,47
155,1055,2061,7701.76,0,Visa,City-48,Online Shopping,46
156,1077,2095,7121.96,0,American Express,City-12,Restaurant,56
157,1009,2053,3644.19,0,Discover,City-19,Online Shopping,54
158,1050,2043,7779.82,1,Visa,City-23,Online Shopping,56
159,1049,2092,4742.73,1,American Express,City-21,Restaurant,36
160,1077,2055,2241.1,0,Visa,City-32,Gas Station,60
161,1060,2013,40.5,1,Discover,City-5,Groceries,50
162,1068,2021,3568.13,0,MasterCard,City-7,Travel,22
163,1033,2090,6210.32,1,Discover,City-50,Groceries,55
164,1071,2034,5623.16,1,American Express,City-25,Restaurant,37
165,1002,2065,7839.01,1,Visa,City-12,Groceries,62
166,1088,2009,9567.11,1,Discover,City-45,Retail,20
167,1093,2046,4852.13,1,American Express,City-30,Travel,44
168,1015,2054,3148.54,1,Discover,City-18,Gas Station,63
169,1088,2078,8833.3,1,MasterCard,City-50,Online Shopping,53
170,1069,2094,2008.58,0,Discover,City-14,Retail,25
171,1097,2071,8109.18,1,MasterCard,City-22,Travel,29
172,1035,2095,1890.07,0,Visa,City-7,Online Shopping,47
173,1099,2042,9237.85,0,MasterCard,City-19,Restaurant,40
174,1083,2059,6054.76,1,MasterCard,City-39,Retail,43
175,1044,2089,2963.24,1,Discover,City-9,Online Shopping,23
176,1015,2004,615.02,0,MasterCard,City-33,Restaurant,64
177,1038,2098,8848.87,1,American Express,City-27,Retail,18
178,1056,2007,5239.79,1,Discover,City-13,Groceries,36
179,1021,2083,5046.25,0,Visa,City-9,Groceries,20
180,1059,2083,2489.78,1,MasterCard,City-32,Travel,53
181,1001,2024,3766.33,0,American Express,City-45,Travel,45
182,1093,2081,7009.45,1,Discover,City-4,Travel,48
183,1093,2057,8528.48,0,Discover,City-10,Retail,30
184,1034,2083,2988.79,0,MasterCard,City-14,Restaurant,27
185,1065,2018,2050.36,1,Visa,City-7,Restaurant,38
186,1098,2001,2968.07,1,MasterCard,City-30,Retail,68
187,1023,2052,297.92,1,MasterCard,City-17,Groceries,51
188,1065,2026,6443.44,1,Visa,City-41,Restaurant,43
189,1014,2081,4220.02,0,Visa,City-3,Restaurant,50
190,1081,2040,3692.63,0,American Express,City-9,Online Shopping,35
191,1039,2041,7760.21,1,Discover,City-34,Gas Station,51
192,1082,2074,9929.87,1,American Express,City-48,Groceries,22
193,1065,2011,4472.38,1,Visa,City-5,Retail,19
194,1078,2015,3826.37,1,American Express,City-3,Online Shopping,42
195,1026,2021,1578.21,0,MasterCard,City-25,Restaurant,28
196,1020,2032,4446.95,0,MasterCard,City-1,Retail,35
197,1048,2067,3147.73,1,American Express,City-50,Retail,47
198,1098,2092,9369.66,1,MasterCard,City-41,Online Shopping,22
199,1021,2099,4564.87,0,American Express,City-32,Groceries,42
200,1070,2084,1985.83,1,Discover,City-25,Groceries,40
201,1100,2098,6069.36,1,Discover,City-15,Online Shopping,43
202,1068,2017,2854.78,0,Visa,City-19,Travel,57
203,1001,2077,5868.94,0,Visa,City-18,Retail,30
204,1077,2088,3234.81,1,Visa,City-14,Groceries,58
205,1042,2053,179.39,0,American Express,City-14,Travel,66
206,1063,2041,533.71,1,Discover,City-18,Restaurant,62
207,1003,2058,3272.11,0,MasterCard,City-44,Gas Station,68
208,1015,2062,4776.24,0,Discover,City-27,Retail,68
209,1047,2095,1426.11,1,Visa,City-1,Restaurant,52
210,1040,2018,8319.73,0,MasterCard,City-12,Retail,65
211,1031,2034,3756.54,0,Visa,City-42,Retail,44
212,1008,2023,264.4,1,MasterCard,City-48,Travel,38
213,1031,2088,4348.25,0,American Express,City-25,Restaurant,22
214,1073,2076,3245.6,1,Visa,City-14,Groceries,29
215,1011,2042,1788.2,1,MasterCard,City-16,Online Shopping,19
216,1011,2037,6134.69,0,Discover,City-47,Gas Station,39
217,1094,2026,7607.71,1,American Express,City-24,Travel,34
218,1063,2011,6439.77,1,MasterCard,City-26,Online Shopping,25
219,1009,2054,3246.9,1,MasterCard,City-18,Groceries,40
220,1098,2048,7567.35,1,American Express,City-5,Online Shopping,68
221,1069,2024,403.42,1,Discover,City-46,Restaurant,26
222,1099,2051,5121.97,1,American Express,City-26,Groceries,50
223,1017,2049,7230.54,0,Discover,City-41,Online Shopping,19
224,1017,2074,7139.5,1,Discover,City-12,Groceries,64
225,1085,2029,4971.8,0,Visa,City-38,Travel,48
226,1061,2003,9270.22,1,Discover,City-36,Retail,50
227,1071,2003,1407.72,0,Visa,City-43,Groceries,44
228,1022,2072,1031.51,0,Discover,City-32,Online Shopping,66
229,1034,2083,1642.18,0,Visa,City-3,Restaurant,37
230,1068,2079,7141.4,1,Visa,City-11,Travel,47
231,1078,2081,927.68,0,Discover,City-22,Restaurant,67
232,1055,2030,3609.57,0,American Express,City-10,Restaurant,48
233,1028,2012,3577.24,1,Discover,City-7,Groceries,18
234,1070,2060,820.78,0,Visa,City-24,Online Shopping,25
235,1097,2026,3442.3,0,American Express,City-47,Online Shopping,44
236,1094,2034,705.07,1,MasterCard,City-47,Online Shopping,55
237,1089,2090,4011.59,0,MasterCard,City-6,Gas Station,42
238,1026,2022,630.88,1,Discover,City-18,Travel,26
239,1092,2007,4169.37,0,Visa,City-44,Online Shopping,19
240,1040,2052,7899.39,1,Visa,City-41,Gas Station,65
241,1052,2080,6948.92,0,American Express,City-47,Online Shopping,27
242,1086,2055,5485.49,1,Visa,City-15,Online Shopping,60
243,1084,2077,903.84,1,Discover,City-23,Travel,33
244,1048,2034,2080.47,0,American Express,City-7,Restaurant,30
245,1057,2020,1599.01,1,American Express,City-31,Online Shopping,42
246,1067,2012,7630.01,0,MasterCard,City-9,Online Shopping,26
247,1058,2048,8687.96,1,Discover,City-42,Travel,49
248,1016,2022,2281.69,1,Discover,City-13,Groceries,19
249,1032,2073,574.58,1,Visa,City-43,Online Shopping,43
250,1029,2016,6838.38,1,Discover,City-25,Gas Station,41
251,1009,2002,252.01,1,MasterCard,City-33,Gas Station,67
252,1044,2092,6432.6,0,Discover,City-24,Online Shopping,33
253,1003,2068,6975.9,1,Discover,City-3,Travel,61
254,1076,2056,4792.15,0,MasterCard,City-17,Groceries,53
255,1071,2099,431.34,1,Visa,City-47,Retail,22
256,1030,2059,7587.69,1,American Express,City-48,Retail,31
257,1076,2087,9500.16,0,Discover,City-43,Travel,69
258,1029,2064,9544.67,0,Discover,City-20,Groceries,48
259,1001,2016,1385.35,1,American Express,City-35,Groceries,52
260,1010,2029,3201.4,0,Visa,City-24,Groceries,55
261,1091,2092,3881.38,1,American Express,City-11,Groceries,39
262,1081,2027,6346.96,1,American Express,City-25,Online Shopping,42
263,1008,2025,3964.13,0,American Express,City-4,Gas Station,62
264,1030,2035,5107.37,0,Discover,City-41,Gas Station,26
265,1009,2037,2903.5,0,Discover,City-49,Travel,30
266,1005,2096,244.9,0,Visa,City-10,Travel,38
267,1043,2064,7150.27,0,MasterCard,City-47,Gas Station,36
268,1010,2049,4155.24,1,American Express,City-16,Groceries,32
269,1066,2017,688.94,1,Discover,City-22,Retail,41
270,1031,2056,2009.24,1,American Express,City-19,Online Shopping,59
271,1036,2027,369.7,0,Visa,City-42,Retail,22
272,1086,2077,2302.76,0,American Express,City-31,Groceries,28
273,1063,2028,4919.74,0,MasterCard,City-10,Travel,55
274,1028,2037,3500.32,1,Discover,City-11,Online Shopping,19
275,1070,2094,815.47,0,American Express,City-17,Travel,37
276,1017,2087,8817.65,1,MasterCard,City-3,Online Shopping,41
277,1093,2025,5096.39,0,Visa,City-21,Retail,52
278,1074,2054,8292.08,0,American Express,City-47,Gas Station,69
279,1074,2024,3977.84,1,Visa,City-24,Gas Station,54
280,1061,2053,1531.04,0,Discover,City-16,Online Shopping,69
281,1032,2019,83.43,0,MasterCard,City-3,Retail,44
282,1061,2004,6280.52,1,Discover,City-49,Restaurant,32
283,1053,2038,6231.69,1,MasterCard,City-26,Gas Station,63
284,1025,2034,2663.81,0,American Express,City-5,Restaurant,53
285,1013,2031,3749.26,0,MasterCard,City-8,Gas Station,40
286,1013,2080,3890.31,1,Visa,City-15,Retail,56
287,1085,2058,8349.88,0,MasterCard,City-40,Gas Station,41
288,1056,2032,7544.17,0,MasterCard,City-2,Restaurant,26
289,1046,2048,2570.22,1,MasterCard,City-1,Retail,36
290,1055,2075,1965.77,1,MasterCard,City-18,Restaurant,70
291,1053,2088,8980.3,0,MasterCard,City-24,Travel,21
292,1060,2083,3932.4,0,Visa,City-42,Online Shopping,39
293,1094,2059,6508.12,0,American Express,City-34,Restaurant,20
294,1007,2011,4521.98,0,Visa,City-39,Online Shopping,21
295,1087,2002,4460.98,1,Visa,City-9,Retail,35
296,1084,2061,9677.67,0,Discover,City-31,Online Shopping,70
297,1083,2018,6721.75,1,Visa,City-24,Travel,38
298,1013,2042,7702.47,1,MasterCard,City-41,Retail,68
299,1008,2089,2053.85,0,MasterCard,City-11,Groceries,23
300,1052,2051,1135.81,0,Visa,City-13,Gas Station,65
301,1094,2088,3880.65,1,American Express,City-18,Restaurant,68
302,1044,2028,1076.23,0,American Express,City-4,Gas Station,19
303,1014,2092,9331.5,0,American Express,City-33,Restaurant,64
304,1032,2050,2063.78,1,American Express,City-32,Travel,43
305,1025,2091,7600.0,1,Discover,City-3,Groceries,59
306,1025,2055,7359.67,0,Discover,City-49,Online Shopping,42
307,1069,2095,2993.11,1,Discover,City-24,Retail,66
308,1058,2077,6900.6,0,Visa,City-27,Online Shopping,44
309,1018,2033,2151.28,1,American Express,City-36,Gas Station,18
310,1055,2010,5936.65,0,American Express,City-43,Groceries,41
311,1024,2013,3040.67,0,Visa,City-15,Groceries,53
312,1036,2072,4643.16,1,Discover,City-15,Gas Station,50
313,1060,2008,6481.82,0,Discover,City-22,Online Shopping,20
314,1032,2007,2305.8,0,Discover,City-24,Gas Station,55
315,1010,2043,8903.16,0,Visa,City-23,Restaurant,38
316,1057,2031,8437.19,0,American Express,City-26,Travel,54
317,1071,2061,2175.89,0,American Express,City-16,Online Shopping,28
318,1013,2046,247.89,0,Discover,City-33,Retail,59
319,1007,2078,133.48,1,MasterCard,City-24,Restaurant,34
320,1084,2086,8297.58,1,Visa,City-38,Retail,31
321,1070,2077,8604.98,0,Visa,City-36,Retail,55
322,1002,2091,2071.46,0,Discover,City-5,Gas Station,58
323,1012,2096,9468.48,0,American Express,City-34,Online Shopping,59
324,1097,2006,3891.83,0,American Express,City-50,Online Shopping,50
325,1031,2001,3280.31,1,Discover,City-10,Retail,23
326,1022,2033,9842.45,0,Discover,City-36,Travel,39
327,1053,2065,6022.11,0,Discover,City-17,Restaurant,51
328,1063,2080,1660.92,0,Discover,City-14,Gas Station,58
329,1062,2049,4921.91,0,Discover,City-40,Groceries,50
330,1028,2039,5612.69,0,American Express,City-37,Gas Station,33
331,1052,2051,2860.57,0,Discover,City-50,Groceries,28
332,1008,2086,9867.94,1,Discover,City-29,Groceries,27
333,1022,2048,8575.02,0,Discover,City-20,Travel,41
334,1049,2017,2492.7,1,Discover,City-34,Restaurant,70
335,1001,2072,6167.54,1,American Express,City-25,Online Shopping,49
336,1050,2006,8845.28,0,Discover,City-38,Gas Station,21
337,1034,2075,8528.29,0,Discover,City-36,Gas Station,28
338,1059,2023,6196.57,0,Visa,City-3,Retail,25
339,1037,2034,8573.09,0,American Express,City-3,Gas Station,24
340,1055,2022,9468.4,0,MasterCard,City-23,Gas Station,44
341,1090,2065,9302.29,0,Visa,City-46,Restaurant,52
342,1094,2064,3041.43,1,American Express,City-24,Retail,65
343,1072,2044,3820.39,1,MasterCard,City-32,Online Shopping,42
344,1085,2060,5685.43,0,Discover,City-46,Gas Station,43
345,1092,2017,1603.28,1,American Express,City-14,Retail,60
346,1063,2012,544.84,0,American Express,City-13,Groceries,70
347,1020,2041,2160.93,0,American Express,City-34,Retail,20
348,1025,2091,1915.95,1,MasterCard,City-1,Travel,28
349,1038,2068,4237.42,1,Visa,City-30,Groceries,70
350,1028,2056,8765.68,1,Discover,City-40,Restaurant,52
351,1008,2019,770.23,1,American Express,City-48,Travel,56
352,1075,2034,4180.7,0,Visa,City-9,Travel,60
353,1095,2015,233.72,1,American Express,City-26,Online Shopping,62
354,1070,2041,7706.73,1,Discover,City-41,Travel,29
355,1008,2006,8986.23,1,MasterCard,City-25,Travel,51
356,1096,2017,3027.48,0,Discover,City-1,Travel,23
357,1041,2064,2634.63,1,MasterCard,City-37,Retail,34
358,1008,2036,9301.96,0,Discover,City-44,Retail,57
359,1007,2096,8874.75,0,American Express,City-19,Groceries,50
360,1075,2047,8007.56,0,American Express,City-1,Retail,56
361,1062,2056,2054.61,1,American Express,City-20,Groceries,43
362,1065,2037,9194.87,1,MasterCard,City-17,Online Shopping,40
363,1068,2034,7445.16,0,MasterCard,City-30,Groceries,45
364,1021,2079,6821.47,0,Visa,City-24,Retail,60
365,1008,2098,313.37,0,Discover,City-2,Travel,55
366,1066,2034,9311.12,0,Visa,City-7,Groceries,60
367,1011,2067,4770.28,1,American Express,City-30,Groceries,24
368,1024,2041,153.3,1,Visa,City-21,Gas Station,70
369,1009,2056,870.09,1,Discover,City-1,Travel,63
370,1077,2022,2355.68,0,MasterCard,City-22,Restaurant,48
371,1009,2041,8699.22,1,Discover,City-27,Travel,53
372,1087,2095,5801.97,1,MasterCard,City-44,Gas Station,25
373,1031,2063,5578.87,1,Discover,City-26,Restaurant,66
374,1052,2098,2707.97,1,American Express,City-23,Travel,41
375,1016,2020,7031.74,1,Visa,City-21,Retail,34
376,1073,2072,4802.45,1,Visa,City-34,Travel,61
377,1032,2085,7317.03,0,Discover,City-39,Travel,66
378,1075,2082,1541.42,1,Discover,City-49,Groceries,53
379,1077,2057,660.93,0,MasterCard,City-40,Gas Station,62
380,1006,2007,6783.41,0,American Express,City-41,Travel,30
381,1080,2025,308.68,1,Discover,City-48,Groceries,42
382,1011,2020,4979.26,1,Discover,City-3,Retail,69
383,1054,2007,8306.21,0,MasterCard,City-42,Online Shopping,23
384,1085,2030,4130.12,0,Visa,City-26,Groceries,65
385,1075,2024,9729.34,0,MasterCard,City-21,Groceries,67
386,1073,2005,5771.84,1,MasterCard,City-35,Groceries,22
387,1067,2061,449.9,1,Visa,City-26,Retail,38
388,1041,2034,639.47,1,American Express,City-38,Groceries,33
389,1034,2021,7697.64,1,MasterCard,City-32,Groceries,53
390,1027,2091,2815.42,1,Visa,City-48,Restaurant,32
391,1086,2060,2822.87,1,MasterCard,City-46,Travel,32
392,1092,2056,4796.92,0,Visa,City-46,Gas Station,42
393,1041,2015,8021.39,1,MasterCard,City-9,Groceries,42
394,1031,2064,253.88,0,MasterCard,City-11,Groceries,66
395,1034,2006,2726.9,1,MasterCard,City-13,Groceries,58
396,1051,2057,8721.2,1,Visa,City-11,Gas Station,67
397,1017,2046,2355.84,0,Visa,City-19,Gas Station,37
398,1086,2091,4485.41,0,Visa,City-12,Gas Station,36
399,1083,2072,29.47,0,Visa,City-3,Travel,55
400,1039,2063,6505.32,0,American Express,City-17,Restaurant,30
401,1059,2059,8736.47,0,Visa,City-16,Retail,36
402,1041,2064,8355.57,1,Discover,City-2,Retail,47
403,1097,2015,4359.09,1,American Express,City-4,Travel,62
404,1010,2093,9521.94,0,American Express,City-26,Retail,36
405,1002,2019,4890.39,1,American Express,City-16,Groceries,32
406,1059,2016,2322.89,0,American Express,City-45,Travel,21
407,1080,2045,8486.08,0,Discover,City-5,Gas Station,32
408,1073,2012,482.47,0,American Express,City-37,Gas Station,36
409,1013,2027,3646.71,0,American Express,City-7,Online Shopping,59
410,1010,2037,5984.51,0,MasterCard,City-3,Travel,27
411,1069,2024,4568.01,0,American Express,City-28,Online Shopping,45
412,1028,2022,4730.03,0,American Express,City-37,Groceries,47
413,1065,2096,1647.31,1,MasterCard,City-31,Gas Station,53
414,1034,2066,6589.43,1,Discover,City-7,Travel,65
415,1017,2035,3719.01,1,Visa,City-48,Online Shopping,67
416,1045,2073,5514.73,0,American Express,City-16,Gas Station,35
417,1009,2085,1465.5,1,Visa,City-25,Groceries,69
418,1032,2075,7354.6,1,American Express,City-49,Online Shopping,39
419,1048,2028,3474.41,1,MasterCard,City-16,Gas Station,69
420,1037,2075,1747.89,0,Discover,City-22,Online Shopping,43
421,1021,2001,4023.77,1,Discover,City-38,Online Shopping,45
422,1057,2068,4680.17,0,American Express,City-6,Online Shopping,64
423,1070,2099,3480.9,0,American Express,City-49,Gas Station,22
424,1091,2074,2931.57,0,Discover,City-43,Groceries,24
425,1039,2024,8144.13,0,MasterCard,City-6,Groceries,67
426,1079,2054,7519.08,1,American Express,City-20,Online Shopping,39
427,1084,2010,4950.16,0,Visa,City-46,Retail,40
428,1068,2032,5427.26,1,Discover,City-10,Travel,43
429,1002,2099,3609.69,0,MasterCard,City-4,Gas Station,53
430,1086,2064,4322.8,0,Discover,City-10,Travel,59
431,1071,2087,6025.5,0,Visa,City-36,Restaurant,22
432,1039,2013,8848.88,1,MasterCard,City-26,Groceries,44
433,1085,2043,3334.71,1,American Express,City-7,Groceries,18
434,1014,2004,3593.1,1,American Express,City-9,Gas Station,56
435,1018,2037,4670.89,1,Discover,City-10,Online Shopping,42
436,1034,2088,7539.5,0,Discover,City-14,Online Shopping,37
437,1015,2088,8619.38,1,Discover,City-11,Restaurant,60
438,1014,2016,1651.12,0,MasterCard,City-36,Retail,21
439,1096,2051,437.13,0,MasterCard,City-27,Restaurant,41
440,1071,2048,5068.47,1,American Express,City-44,Restaurant,46
441,1020,2076,8598.52,0,Discover,City-49,Travel,50
442,1035,2014,6254.38,1,American Express,City-8,Restaurant,49
443,1037,2042,5991.94,0,Visa,City-18,Gas Station,45
444,1078,2020,5406.71,0,Discover,City-1,Online Shopping,44
445,1027,2004,8321.81,0,MasterCard,City-46,Restaurant,19
446,1092,2011,1602.69,0,American Express,City-50,Online Shopping,66
447,1044,2059,7989.37,0,Discover,City-9,Restaurant,67
448,1027,2091,1403.82,1,Visa,City-41,Groceries,64
449,1088,2085,8164.42,1,Visa,City-19,Retail,22
450,1082,2062,2066.07,0,Visa,City-22,Online Shopping,48
451,1034,2059,6935.22,0,Discover,City-20,Groceries,52
452,1065,2081,826.62,0,MasterCard,City-9,Retail,28
453,1063,2035,4195.57,0,American Express,City-10,Online Shopping,61
